#GW_INTERVENE_MAX_EXHAUSTION;Our war exhaustion cannot be greater than §G$MAX$§!. Currently it is §Y$VAL$§!.;Notre lassitude de guerre ne doit pas être supérieure à §G$MAX$§. Actuellement elle est de §Y$VAL$§!.;;;;;;;;x;;;;;;;;;;;;;
#HAS_TECH_SCHOOL;Currently §Y$TECH$§W.\n;Actuellement, §Y$TECH$§W.\n;;;;;;;;x;;;;;;;;;;;;;
#MOB_ECO_IMPACT;Our development reduces it by §G-$VALUE$§W.;Notre développement réduit l'impact économique de la mobilisation de §G-$VALUE$§W;;;;;;;;x;;;;;;;;;;;;;
MOVEMENT_RADICALISM_ACCUMULATED;Suppression: §R$VAL$§!;Répression : §R$VAL$%§!;;;;;;;;x;;;;;;;;;;;;;
MOVEMENT_RADICALISM_BASE;Base: §R$VAL$§!;Base : §R$VAL$%§!;;;;;;;;x;;;;;;;;;;;;;
MOVEMENT_RADICALISM_GRANTED_REFORMS;Granted reforms: §G$VAL$§!;Réformes accordées : §G$VAL$%§!;;;;;;;;x;;;;;;;;;;;;;
#MUST_NEGOTIATE_WITH_WAR_LEADER;We must negotiate with the enemy §YWar leader§W if we are not leading our war;À défaut de dominer la guerre que nous menons, nous devons négocier avec le §Ymeneur de guerre§W ennemi.;;;;;;;;x;;;;;;;;;;;;;
#OTHERS_CB_DETECTED_3;§Y$CASUS$§! Casus Belli;Casus Belli "§Y$CASUS$§!";;;;;;;;x;;;;;;;;;;;;;
#OUTLINER_TOOLTIP_EMPLOYED;§Y$COUNT$§! Employed in factories (§Y$PERC$§!%);§Y$COUNT$§! Employed in factories (§Y$PERC$§!%);
#RALLY_POINT_INFO;If you enable the §Yrally point§! in this province, then all nearest units will head this way when recruiting is done.\n(See recruitment map mode for more details.);Si vous activez le §Ypoint de ralliement§! dans cette province, toutes les unités proches s'y rendront dès qu'elles seront recrutées.\n(Voir la carte de recrutement pour plus de détails);;;;;;;;x;;;;;;;;;;;;;
#REMOVE_MILITARY_LEADER_NAME_TOOLTIP;§Y$NAME$§W is assigned to §Y$ARMY$§W,\ncurrently situated at §Y$$LOCATION§W.;§Y$NAME$§W est attribué à §Y$ARMY$§W,\nactuellement situé à §Y$$LOCATION§W.;;;;;;;;x;;;;;;;;;;;;;
#STATE_NONCORES;Non-core provinces in state: §R$VALUE$§%§W;Territoires non clés de l'État : §R$VALUE$%§W;;;;;;;;x;;;;;;;;;;;;;
#UNITARRIVED_6;They are awaiting further orders;They are awaiting further orders;
#WAR_NEWS_TITLE_MEDIUM;$TAG_0_0_UPPER$ GOES TO WAR!;$TAG_0_0_UPPER$ S'EN VA EN GUERRE !;;;;;;;;x;;;;;;;;;;;;;
#WAR_NEWS_TITLE_SMALL;$TAG_0_0_$ at War!;$TAG_0_0_$ en guerre !;;;;;;;;x;;;;;;;;;;;;;
WEGAINCB_LOG;We gained the '$CASUS$' Casus Belli against $ENEMY$.;Nous avons obtenu un casus belli "§Y$CASUS$§W" contre $ENEMY$.;;;;;;;;x;;;;;;;;;;;;;
#kiel_canal_NEWS_LONG;A combination of commercial and naval interests have led $TAG0_0$ to the idea of constructing an artificial waterway that'd allow vessels to travel between the Baltic and North Seas without having to circumnavigate the stormy seas around Jutland. The 61 miles long canal is expected to quickly become one of the busiest artificial waterways of the world. The project offers new impetus to commerce for all maritime countries, and proves that nation's greatness can be achieved through manufacture, trade and engineering rather than through war and conquest.;A combination of commercial and naval interests have led $TAG0_0$ to the idea of constructing an artificial waterway that'd allow vessels to travel between the Baltic and North Seas without having to circumnavigate the stormy seas around Jutland. The 61 miles long canal is expected to quickly become one of the busiest artificial waterways of the world. The project offers new impetus to commerce for all maritime countries, and proves that nation's greatness can be achieved through manufacture, trade and engineering rather than through war and conquest.;
#panama_canal_NEWS_LONG;The opening of a canal through the Isthmus of Panama offers a proud day for $TAG0_0$. The canal is 48 miles long, and is in fact a locked waterway 85 feet above sea level with some of the most intricate locks on both ends. It was built in one of the most unhealthy areas of the entire world, so it's as much a monument to modern engineering as to modern medicine. The canal is expected to quickly become an important conduit to international maritime commerce, experts also claim it to offer great strategic advantage to its controller in times of war.;The opening of a canal through the Isthmus of Panama offers a proud day for $TAG0_0$. The canal is 48 miles long, and is in fact a locked waterway 85 feet above sea level with some of the most intricate locks on both ends. It was built in one of the most unhealthy areas of the entire world, so it's as much a monument to modern engineering as to modern medicine. The canal is expected to quickly become an important conduit to international maritime commerce, experts also claim it to offer great strategic advantage to its controller in times of war.;
#panama_canal_NEWS_MEDIUM;The opening of a canal through the Isthmus of Panama offers a proud day for $TAG0_0$. The canal is 48 miles long, and is in fact a locked waterway 85 feet above sea level. Built in one of most unhealthy places it's a monument to modern engineering as well as medicine.;The opening of a canal through the Isthmus of Panama offers a proud day for $TAG0_0$. The canal is 48 miles long, and is in fact a locked waterway 85 feet above sea level. Built in one of most unhealthy places it's a monument to modern engineering as well as medicine.;
#panama_canal_NEWS_SHORT;The opening of a canal through the Isthmus of Panama offers a proud day for $TAG0_0$. The canal is 48 miles long, and is in fact a locked waterway 85 feet above sea level with some of the most intricate locks on both ends.;The opening of a canal through the Isthmus of Panama offers a proud day for $TAG0_0$. The canal is 48 miles long, and is in fact a locked waterway 85 feet above sea level with some of the most intricate locks on both ends.;
#protect_minor_desc;Select a §Ystate§W in the list to the right;Sélectionner un §YÉtat§W dans la liste de droite.;;;;;;;;x;;;;;;;;;;;;;
#suez_canal_NEWS_LONG;A triumphant day for $TAG0_0$ as the first ship in history successfully passes through the newly opened canal across the Isthmus of Suez. A true marvel of modern engineering, the 102 miles long and 26 feet deep Suez Canal is expected to soon become one of the world's most active shipping lanes, driving down freight costs and bolstering commerce world-wide. 'Shipping fees will never return the costs of maintenance, the route around Africa will remain dominant', sceptics claim in an attempt to diminish the importance of this development.;A triumphant day for $TAG0_0$ as the first ship in history successfully passes through the newly opened canal across the Isthmus of Suez. A true marvel of modern engineering, the 102 miles long and 26 feet deep Suez Canal is expected to soon become one of the world's most active shipping lanes, driving down freight costs and bolstering commerce world-wide. 'Shipping fees will never return the costs of maintenance, the route around Africa will remain dominant', sceptics claim in an attempt to diminish the importance of this development.;
#suez_canal_NEWS_MEDIUM;A triumphant day for $TAG0_0$ as the first ship successfully passes through the newly opened canal across the Isthmus of Suez. A true marvel of modern engineering, the 102 miles long Suez Canal is expected to soon become one of the world's most active shipping lanes.;A triumphant day for $TAG0_0$ as the first ship successfully passes through the newly opened canal across the Isthmus of Suez. A true marvel of modern engineering, the 102 miles long Suez Canal is expected to soon become one of the world's most active shipping lanes.;
#suez_canal_NEWS_SHORT;A triumphant day for $TAG0_0$ as the first ship in history successfully passes through the newly opened 102 miles long and 26 feet deep canal across the Isthmus of Suez.;A triumphant day for $TAG0_0$ as the first ship in history successfully passes through the newly opened 102 miles long and 26 feet deep canal across the Isthmus of Suez.;
millimeter_gun;76 Millimeter Gun;76 Millimeter Gun;
millimeter_gun_desc;Artillery weapons have become even larger, and capable of delivering even larger ordinance. These weapons are the future of modern warfare.;Artillery weapons have become even larger, and capable of delivering even larger ordinance. These weapons are the future of modern warfare.;
SWK;Sarawak;Sarawak;
SWK_ADJ;Sarawakian;Sarawakian;
CYR;Cyrenaica;Cyrenaica;
CYR_ADJ;Cyrenaican;Cyrenaican;
DYA;Dayak;Dayak;
DYA_ADJ;Dayakian;Dayakian;
FER;Far Eastern Republic;Far Eastern Republic;
FER_ADJ;Far Eastern;Far Eastern;
FEZ;Fezzan;Fezzan;
FEZ_ADJ;Fezzani;Fezzani;
HNB;Bangabhumi;Bangabhumi;
HNB_ADJ;Bongoan;Bongoan;
AAB;Antigua and Barbuda;Antigua and Barbuda;
AAB_ADJ;Antiguan;Antiguan;
AAB_communist;Communist Party;Parti communiste ;;;;;;;;x;;;;;;;;;;;;;
AAB_conservative;Conservative Party;Parti conservateur;;;;;;;;x;;;;;;;;;;;;;
AAB_conservative_2;Trinitarios;Trinitarios;;;;;;;;x;;;;;;;;;;;;;
AAB_conservative_3;Partido Rojo;Partido Rojo;;;;;;;;x;;;;;;;;;;;;;
AAB_conservative_4;Horacistas;Horacistas;;;;;;;;x;;;;;;;;;;;;;
AAB_traditionalist;Peoples Party;Peoples Party;
AAB_liberal;Liberal Party;Parti libéral;;;;;;;;x;;;;;;;;;;;;;
AAB_liberal_2;Partido Azï¿½l;Partido Azï¿½l;
AAB_liberal_3;Partido Restaurador;Partido Restaurador;;;;;;;;x;;;;;;;;;;;;;
AAB_liberal_4;Partido Verde;Partido Verde;;;;;;;;x;;;;;;;;;;;;;
AAB_liberal_5;Jimenistas;Jimenistas;;;;;;;;x;;;;;;;;;;;;;
AAB_populist;Patriot Party;Patriot Party;
AAB_progressive;Libertarian Party;Libertarian Party;
AAB_socialist;Labour Party;Parti travailliste;;;;;;;;x;;;;;;;;;;;;;
ABANDON_GAME;Abandon Game;Abandonner la partie;;;;;;;;x;;;;;;;;;;;;;
AAH;Al-Alwaz;Al-Alwaz;
AAH_ADJ;Al-Ahwazi;Al-Ahwazi;
ABK;Abkhazia;Abkhazia;
ABK_ADJ;Abkhazian;Abkhazian;
ABK_communist;Communist Party;Parti communiste ;;;;;;;;x;;;;;;;;;;;;;
ABK_conservative;Conservative Party;Parti conservateur;;;;;;;;x;;;;;;;;;;;;;
ABK_traditionalist;Peoples Party;Peoples Party;
ABK_liberal;Liberal Party;Parti libéral;;;;;;;;x;;;;;;;;;;;;;
ABK_populist;Patriot Party;Patriot Party;
ABK_progressive;Libertarian Party;Libertarian Party;
ABK_socialist;Labour Party;Parti travailliste;;;;;;;;x;;;;;;;;;;;;;
ABU;Abu Dhabi;Abu Dhabi;;;;;;;;x;;;;;;;;;;;;;
ABU_1162;Abu Dhabi;Abu Dhabi;;;;;;;;x;;;;;;;;;;;;;
ABU_ADJ;Abu Dhabian;Abu-dhabien;;;;;;;;x;;;;;;;;;;;;;
ABU_communist;The Communist Faction;Faction communiste;;;;;;;;x;;;;;;;;;;;;;
ABU_conservative;Sheikhs Council;Conseil des Cheikhs;;;;;;;;x;;;;;;;;;;;;;
ABU_conservative_2;Trucial Sheiks;Sheiks Trucial;;;;;;;;x;;;;;;;;;;;;;
ABU_traditionalist;The Fascist Faction;Faction fasciste;;;;;;;;x;;;;;;;;;;;;;
ABU_liberal;The Liberal Faction;Faction libérale;;;;;;;;x;;;;;;;;;;;;;
ABU_populist;The Nationalist Faction;Faction nationaliste;;;;;;;;x;;;;;;;;;;;;;
ABU_progressive;The Radical Faction;Faction radicale;;;;;;;;x;;;;;;;;;;;;;
ABU_socialist;The Socialist Faction;Faction socialiste;;;;;;;;x;;;;;;;;;;;;;
ACCEPT;Accept;Confirmer;;;;;;;;x;;;;;;;;;;;;;
ACTIVATE_GOODS;Activate: ;Active : ;;;;;;;;x;;;;;;;;;;;;;
ACTIVATE_TECH_EFFECT;Activate technology: §Y$NAME$§!;Activer la technologie §Y$NAME$§!;;;;;;;;x;;;;;;;;;;;;;
ACTUAL_BOUGHT;Actual bought: $VAL$;Achats effectifs : $VAL$;;;;;;;;x;;;;;;;;;;;;;
ACT_NO_SELF;We cannot negotiate with ourselves.;Nous ne pouvons pas négocier avec nous-mêmes.;;;;;;;;x;;;;;;;;;;;;;
ACT_WARDESC;Declaring war will allow our troops to attack theirs and allow us to enter their country. War will continue until either party surrenders.;Une déclaration de guerre permettra à nos troupes d'attaquer les leurs et d'entrer dans leur pays. La guerre se poursuivra jusqu'à la capitulation d'une des parties.;;;;;;;;x;;;;;;;;;;;;;
ACW_DESC;Civil war rages in North America as the Conferate States attempt to secede from the Union. The outcome is uncertain, but already this promises to be a new type of war as both sides have access to railroads, telegraphs, and repeating rifles. Meanwhile, in Europe, Great Britain is experimenting with the first iron-hulled steam-driven warship, a combination which promises to revolutionise the war at sea. World wide the industrial revolution is gathering speed as more and more nations start to industrialise. The times they are a-changing.;La Guerre Civile fait rage en Amérique du Nord alors que les États Confédérés tentent de faire sécession de l'Union. Le dénouement est incertain, mais avec l'accès qu'ont les deux camps aux chemins de fer, aux télégraphes et aux fusils à répétition, ce sera une guerre d'un nouveau type. Pendant ce temps, en Europe, la Grande-Bretagne est en train d’expérimenter le premier navire de guerre avec coque en acier et propulsion à vapeur, combinaison qui promet de révolutionner le cours de la guerre navale. Dans le monde entier, la révolution industrielle gagne du terrain et de plus en plus de pays commencent à s'industrialiser. Les temps changent...;;;;;;;;x;;;;;;;;;;;;;
ACW_NAME;A House Divided;Une Maison Divisée;;;;;;;;x;;;;;;;;;;;;;
ADAPTING_HISTORY;Adapting History...;Adaptation de l'Histoire...;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERETITLE;Add to Sphere of Influence;Ajouter à la sphère d'influence;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_BUTTON;Add to Sphere;Ajouter à la sphère;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_DESC;Adds this country to our Sphere of Influence.;Ajoute ce pays dans notre sphère d'influence.;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_DI;Add to Sphere;Ajouter à la sphère;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_1;§Y$RECIPIENT$§W;§Y$RECIPIENT$§W ;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_2;$MONARCHTITLE$, we heard news that;$MONARCHTITLE$, il paraît que;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_3;§Y$RECIPIENT$§W has been included in the ;§Y$RECIPIENT$§W a été inclus à ;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_4;Sphere of Influence of §Y$ACTOR$§W.;la sphère d'influence de §Y$ACTOR$§W.;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_5;*;*;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_6;*;*;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_BTN1;OK;D'accord;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_BTN2;OK;D'accord;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_BTN3;Go to;Voir;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_LOG;$ACTOR$ has included $RECIPIENT$ in their Sphere of Influence.;$ACTOR$ a inclus $RECIPIENT$ dans sa sphère d'influence.;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_SETUP;When a nation is added to another nation's Sphere of Influence;Si une nation est ajoutée à la sphère d'influence d'une autre;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_1;§Y$RECIPIENT$§W;§Y$RECIPIENT$§W ;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_2;$MONARCHTITLE$, we have included;$MONARCHTITLE$, nous avons inclus;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_3;§Y$RECIPIENT$§W in our Sphere of Influence.;§Y$RECIPIENT$§W à notre sphère d'influence.;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_4;*;*;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_5;*;*;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_6;*;*;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_BTN1;OK;D'accord;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_BTN2;OK;D'accord;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_BTN3;Go to;Voir;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_LOG;We have included $RECIPIENT$ in our Sphere of Influence.;Nous avons inclus $RECIPIENT$ dans notre sphère d'influence.;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_MAP;Added to Sphere;Ajouté à la sphère;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_SETUP;When we add a nation to our Sphere of Influence;Si nous ajoutons une nation à notre sphère d'influence;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_1;§Y$RECIPIENT$§W;§Y$RECIPIENT$§W ;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_2;$MONARCHTITLE$, we have been included in;$MONARCHTITLE$, nous avons été inclus à;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_3;the Sphere of Influence of §Y$ACTOR$§W.;la sphère d'influence de §Y$ACTOR$§W.;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_4;*;*;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_5;*;*;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_6;*;*;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_BTN1;OK;D'accord;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_BTN2;OK;D'accord;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_BTN3;Go to;Voir;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_LOG;$ACTOR$ has included us in their Sphere of Influence.;$ACTOR$ nous a inclus dans sa sphère d'influence.;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_MAP;Added to Sphere;Ajouté à la sphère;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_SETUP;When we are added to a nation's Sphere of Influence;Si nous sommes ajoutés à la sphère d'influence d'une nation;;;;;;;;x;;;;;;;;;;;;;
ADD_ACCEPTED_CULTURE;§Y$CULTURE$§W added as accepted culture.\n;§Y$CULTURE$§W ajouté en tant que culture acceptée.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_BUILDING;Gain §Y$NAME$§W in §Y$WHERE$§W.\n;Obtention de §Y$NAME$§W à §Y$WHERE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_BUILDING_EFFECT;Gain a §Y$BUILDING$§W with level §Y$VALUE$§W in §Y$PROVINCE$§W.\n;Gain d'un bâtiment §Y$BUILDING$§W de niveau §Y$VALUE$§W en §Y$PROVINCE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_CRIME;Gain §Y$NAME$§W.\n;Obtention de §Y$NAME$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_CRUDE_OIL_EFFECT;Gain §G$VALUE$§W crude oil§W.\n;Gain de §G$VALUE$§W en pétrole non raffiné§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_DISSENT_EFFECT;Gain §R$VALUE$§W in dissent§W.\n;Augmentation de §R$VALUE$§W de dissidence§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_ENERGY_EFFECT;Gain §G$VALUE$§W energy§W.\n;Gain de §G$VALUE$§W en énergie§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_METAL_EFFECT;Gain §G$VALUE$§W metal§W.\n;Gain de §G$VALUE$§W en métaux§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_MONEY_EFFECT;Gain §G$VALUE$§W¤§W.\n;Gain de §G$VALUE$§W¤§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_NEUTRALITY_EFFECT;§Y$COUNTRY$§W gains §R$VALUE$§W in neutrality§W.\n;La neutralité de §Y$COUNTRY$§W augmente de §R$VALUE$§W§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_ORGANISATION_POPULARITY_EFFECT;§Y$IDEOLOGY$§W gains §G$ORGANISATION$§W in organisation and §G$POPULARITY$§W in popularity§W.\n;L'idéologie §Y$IDEOLOGY$§W procure un gain de §G$ORGANISATION$§W en organisation et de §G$POPULARITY$§W en popularité§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_PROVINCE_CRUDE_OIL_EFFECT;Gain §G$VALUE$§W crude oil in §Y$PROVINCE$§W.\n;Gain de §G$VALUE$§W en pétrole non raffiné en §Y$PROVINCE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_PROVINCE_ENERGY_EFFECT;Gain §G$VALUE$§W energy in §Y$PROVINCE$§W.\n;Gain de §G$VALUE$§W en énergie en §Y$PROVINCE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_PROVINCE_METAL_EFFECT;Gain §G$VALUE$§W metal in §Y$PROVINCE$§W.\n;Gain de §G$VALUE$§W en métaux en §Y$PROVINCE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_PROVINCE_MONEY_EFFECT;Gain §G$VALUE$§W ¤ in §Y$PROVINCE$§W.\n;Gain de §G$VALUE$§W¤en §Y$PROVINCE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_PROVINCE_RARE_MATERIALS_EFFECT;Gain §G$VALUE$§W rare materials in §Y$PROVINCE$§W.\n;Gain de §G$VALUE$§W en matériaux rares en §Y$PROVINCE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_PROVINCE_SUPPLIES_EFFECT;Gain §G$VALUE$§W supplies in §Y$PROVINCE$§W.\n;Gain de §G$VALUE$§W en ravitaillements en §Y$PROVINCE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_RARE_MATERIALS_EFFECT;Gain §G$VALUE$§W rare materials§W.\n;Gain de §G$VALUE$§W en matériaux rares§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_RELATIVE_INCOME_EFFECT;Treasury: $VALUE$¤;Trésor : $VALUE$¤;;;;;;;;x;;;;;;;;;;;;;
ADD_RULING_PARTY_ORG_EFFECT;$NAME$ gains §Y$VALUE$§W organisation.;L'organisation de $NAME$ augmente de §Y$VALUE$§W.;;;;;;;;x;;;;;;;;;;;;;
ADD_RULING_PARTY_POP_EFFECT;$NAME$ gains §Y$VALUE$§W popularity.\n;La popularité de $NAME$ augmente de §Y$VALUE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_SUB_UNIT_EFFECT;Get $UNIT$ in §Y$WHERE$§W.;Envoyer $UNIT$ vers $WHERE$.;;;;;;;;x;;;;;;;;;;;;;
ADD_SUPPLIES_EFFECT;Gain §G$VALUE$§W supplies§W.\n;Gain de §G$VALUE$§W en ravitaillement§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_THREAT_EFFECT;§Y$COUNTRY$§W gains §R$VALUE$§W threat on §Y$TARGET_COUNTRY$§W.\n;La menace de §Y$COUNTRY$§W envers §Y$TARGET_COUNTRY$§W croît de §R$VALUE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_UNITY_EFFECT;Gain §G$VALUE$§W unity§W.\n;Gain de §G$VALUE$§W unités§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_WARGOAL_DESC;Require $COST$ war score to demand;Requiert un score de guerre de $COST$ pour demander;;;;;;;;x;;;;;;;;;;;;;
ADD_WARGOAL_EFFECT;When we add this war goal, we will gain:;Si objectif de guerre ajouté, nous aurons :;;;;;;;;x;;;;;;;;;;;;;
ADD_WARGOAL_FAILURE;If we fail to achive this war goal, we will gain:;Si objectif de guerre manqué, nous aurons :;;;;;;;;x;;;;;;;;;;;;;
ADD_WARGOAL_INFAMY;If we add this war goal to our war, we will gain $COST$ §Yinfamy§W;Si nous ajoutons cet objectif à notre guerre, nous gagnerons $COST$ en §Yinfamie§W;;;;;;;;x;;;;;;;;;;;;;
ADD_WARGOAL_MILITANCY;If we fail to achive this war goal, our entire population will gain $MILITANCY$ §YMilitancy§W;Si nous ne réussissons pas à atteindre cet objectif de guerre, toute notre population gagnera $MILITANCY$ en §Ymilitantisme§W;;;;;;;;x;;;;;;;;;;;;;
ADD_WARGOAL_PEACE_COST;Costs $COST$ war score to demand in a peace deal;Coûtera un score de guerre de $COST$ pour faire une proposition de paix.;;;;;;;;x;;;;;;;;;;;;;
ADD_WARGOAL_PRESTIGE;If we achive this war goal, we will gain $COST$ §Yprestige§W;Si nous réussissons à atteindre cet objectif de guerre, nous gagnerons $COST$ en §Yprestige§W;;;;;;;;x;;;;;;;;;;;;;
ADD_WARGOAL_SUCCESS;If we achive this war goal, we will gain:;Si objectif de guerre atteint, nous aurons :;;;;;;;;x;;;;;;;;;;;;;
ADD_WARGOAL_WARGOAL;War goal: §Y$GOAL$§W;Objectif de guerre : §Y$GOAL$§W;;;;;;;;x;;;;;;;;;;;;;
ADJ;Adjara;Adjara;
ADJ_ADJ;Adjaran;Adjaran;
